"eventname","userid","timecreated"
"\mod_workshop\event\submission_viewed","1007","1725031065"
"\mod_workshop\event\submission_updated","1007","1725031066"
"\mod_workshop\event\assessable_uploaded","1007","1725031067"
"\mod_workshop\event\submission_viewed","1007","1725031068"
"\mod_workshop\event\submission_viewed","1007","1725031069"
"\mod_workshop\event\submission_updated","1007","1725031070"
"\mod_workshop\event\assessable_uploaded","1007","1725032113"
"\core\event\course_viewed","1007","1725032147"
"\core\event\course_viewed","1007","1725032158"
"\mod_workshop\event\course_module_viewed","1007","1725032160"
"\core\event\course_viewed","1007","1725032166"
"\core\event\course_viewed","1007","1725032168"
"\mod_workshop\event\course_module_viewed","1007","1725032170"
"\mod_workshop\event\submission_reassessed","1007","1725145299"
"\mod_workshop\event\submission_reassessed","1007","1725145339"
"\mod_workshop\event\course_module_viewed","1007","1725145340"
"\core\event\course_viewed","1007","1725145343"
"\core\event\course_viewed","1007","1725145345"
"\core\event\course_viewed","1007","1725456775"
"\core\event\course_viewed","1007","1725456784"
"\core\event\course_viewed","1007","1725456790"
"\core\event\course_viewed","1007","1725457652"
"\mod_workshop\event\course_module_viewed","1007","1725457664"
"\mod_workshop\event\course_module_viewed","1007","1725457752"
"\core\event\course_viewed","1007","1725457755"
"\mod_resource\event\course_module_viewed","1007","1725457775"
"\core\event\course_viewed","1007","1725484522"
"\core\event\course_viewed","1007","1725485066"
"\mod_workshop\event\course_module_viewed","1007","1725485070"
"\core\event\course_viewed","1007","1725485081"
"\core\event\course_viewed","1007","1725485084"
"\core\event\course_viewed","1007","1725485086"
"\core\event\course_viewed","1007","1725485092"
"\core\event\course_viewed","1007","1725485095"
"\core\event\course_viewed","1007","1725696719"
"\core\event\course_viewed","1007","1725696721"
"\core\event\course_viewed","1007","1725696729"
"\core\event\course_viewed","1007","1725696730"
"\mod_resource\event\course_module_viewed","1007","1725696731"
"\core\event\course_viewed","1007","1725696745"
"\mod_resource\event\course_module_viewed","1007","1725696746"
"\core\event\course_viewed","1007","1725837217"
"\core\event\course_viewed","1007","1725837581"
"\core\event\course_viewed","1007","1725837629"
"\core\event\course_viewed","1007","1725837631"
"\mod_resource\event\course_module_viewed","1007","1725837633"
"\core\event\course_viewed","1007","1725837659"
"\mod_resource\event\course_module_viewed","1007","1725837661"
"\core\event\course_viewed","1007","1725838560"
"\mod_resource\event\course_module_viewed","1007","1725838563"
"\core\event\course_viewed","1007","1725905674"
"\core\event\course_viewed","1007","1725905678"
"\core\event\course_viewed","1007","1725905684"
"\mod_resource\event\course_module_viewed","1007","1725905685"
"\core\event\course_viewed","1007","1725905699"
"\mod_resource\event\course_module_viewed","1007","1725905700"
"\mod_resource\event\course_module_viewed","1007","1725907322"
"\core\event\course_viewed","1007","1725911155"
"\core\event\course_viewed","1007","1725911157"
"\mod_resource\event\course_module_viewed","1007","1725911170"
"\core\event\course_viewed","1007","1726296990"
"\core\event\course_viewed","1007","1726297258"
"\core\event\course_viewed","1007","1726297259"
"\core\event\course_viewed","1007","1726297703"
"\core\event\course_viewed","1007","1726297705"
"\core\event\course_viewed","1007","1726297707"
"\core\event\course_viewed","1007","1726298441"
"\core\event\course_viewed","1007","1726298451"
"\core\event\course_viewed","1007","1726298452"
"\core\event\course_viewed","1007","1726298512"
"\core\event\course_viewed","1007","1726298529"
"\core\event\course_viewed","1007","1726298538"
"\mod_url\event\course_module_viewed","1007","1726298540"
"\core\event\course_viewed","1007","1726301916"
"\core\event\course_viewed","1007","1726301987"
"\core\event\course_viewed","1007","1726427774"
"\core\event\course_viewed","1007","1726427776"
"\gradereport_user\event\grade_report_viewed","1007","1726427780"
"\mod_workshop\event\course_module_viewed","1007","1726428090"
"\core\event\course_viewed","1007","1726428118"
"\core\event\course_viewed","1007","1726428120"
"\core\event\course_viewed","1007","1726428126"
"\gradereport_user\event\grade_report_viewed","1007","1726428127"
"\core\event\course_viewed","1007","1726428129"
"\core\event\course_viewed","1007","1726428134"
"\mod_url\event\course_module_viewed","1007","1726428138"
"\core\event\course_viewed","1007","1726428199"
"\core\event\course_viewed","1007","1726428202"
"\core\event\course_viewed","1007","1726519771"
"\core\event\course_viewed","1007","1726519774"
"\mod_resource\event\course_module_viewed","1007","1726519775"
"\mod_resource\event\course_module_viewed","1007","1726519787"
"\core\event\course_viewed","1007","1726519788"
"\mod_url\event\course_module_viewed","1007","1726519793"
"\mod_mail\event\course_module_viewed","1007","1726519803"
"\core\event\course_viewed","1007","1726522385"
"\mod_resource\event\course_module_viewed","1007","1726522431"
"\mod_resource\event\course_module_viewed","1007","1726522437"
"\mod_resource\event\course_module_viewed","1007","1726522449"
"\core\event\course_viewed","1007","1726522467"
"\core\event\course_viewed","1007","1726522474"
"\mod_choicegroup\event\course_module_viewed","1007","1726522502"
"\mod_choicegroup\event\course_module_viewed","1007","1726522503"
"\core\event\course_viewed","1007","1726522504"
"\core\event\course_viewed","1007","1726522505"
"\mod_workshop\event\course_module_viewed","1007","1726522510"
"\mod_workshop\event\submission_assessed","1007","1726522834"
"\mod_workshop\event\submission_assessed","1007","1726523320"
"\mod_workshop\event\course_module_viewed","1007","1726523321"
"\mod_workshop\event\course_module_viewed","1007","1726523333"
"\mod_workshop\event\submission_assessed","1007","1726523908"
"\mod_workshop\event\course_module_viewed","1007","1726524136"
"\core\event\course_viewed","1007","1726524160"
"\mod_resource\event\course_module_viewed","1007","1726524161"
"\mod_workshop\event\submission_created","1007","1726524167"
"\mod_workshop\event\submission_updated","1007","1726524168"
"\mod_workshop\event\assessable_uploaded","1007","1726524169"
"\mod_workshop\event\submission_viewed","1007","1726524170"
"\core\event\course_viewed","1007","1726524217"
"\core\event\course_viewed","1007","1726524219"
"\core\event\course_viewed","1007","1726588870"
"\core\event\course_viewed","1007","1726588874"
"\core\event\course_viewed","1007","1726588876"
"\core\event\course_viewed","1007","1726588884"
"\mod_feedback\event\course_module_viewed","1007","1726588889"
"\mod_feedback\event\response_submitted","1007","1726589021"
"\core\event\course_viewed","1007","1726589025"
"\core\event\course_viewed","1007","1726590124"
"\mod_workshop\event\course_module_viewed","1007","1726590134"
"\mod_workshop\event\assessable_uploaded","1007","1726592396"
"\core\event\course_viewed","1007","1726593742"
"\mod_url\event\course_module_viewed","1007","1726593744"
"\core\event\course_viewed","1007","1726593772"
"\core\event\course_viewed","1007","1726593775"
"\mod_resource\event\course_module_viewed","1007","1726593778"
"\mod_resource\event\course_module_viewed","1007","1726593780"
"\mod_resource\event\course_module_viewed","1007","1726594832"
"\core\event\course_viewed","1007","1726594850"
"\mod_resource\event\course_module_viewed","1007","1726594851"
"\core\event\course_viewed","1007","1726595609"
"\core\event\course_viewed","1007","1726595620"
"\core\event\course_viewed","1007","1726595621"
"\mod_resource\event\course_module_viewed","1007","1726595626"
"\core\event\course_viewed","1007","1726596572"
"\mod_url\event\course_module_viewed","1007","1726596573"
"\mod_url\event\course_module_viewed","1007","1726596575"
"\core\event\course_viewed","1007","1726597188"
"\mod_resource\event\course_module_viewed","1007","1726597191"
"\mod_resource\event\course_module_viewed","1007","1726597197"
"\core\event\course_viewed","1007","1726597260"
"\core\event\course_viewed","1007","1726597303"
"\core\event\course_viewed","1007","1726597305"
"\core\event\course_viewed","1007","1726597307"
"\core\event\course_viewed","1007","1726597315"
"\core\event\course_viewed","1007","1726597319"
"\core\event\course_viewed","1007","1726597320"
"\mod_resource\event\course_module_viewed","1007","1726597326"
"\core\event\course_viewed","1007","1726597331"
"\mod_workshop\event\course_module_viewed","1007","1726597333"
"\core\event\course_viewed","1007","1726597338"
"\core\event\course_viewed","1007","1726597341"
"\mod_workshop\event\course_module_viewed","1007","1726597342"
"\mod_workshop\event\submission_updated","1007","1726597348"
"\mod_workshop\event\submission_viewed","1007","1726597349"
"\mod_workshop\event\submission_assessed","1007","1726597351"
"\mod_workshop\event\submission_assessed","1007","1726597381"
"\mod_workshop\event\submission_reassessed","1007","1726597395"
"\mod_workshop\event\course_module_viewed","1007","1726597396"
"\core\event\course_viewed","1007","1726597397"
"\mod_choice\event\course_module_viewed","1007","1726597405"
"\core\event\course_viewed","1007","1726597411"
"\gradereport_user\event\grade_report_viewed","1007","1726597413"
"\core\event\course_viewed","1007","1726726678"
"\mod_workshop\event\course_module_viewed","1007","1726726680"
"\core\event\course_viewed","1007","1726726740"
"\core\event\course_viewed","1007","1726726757"
"\mod_url\event\course_module_viewed","1007","1726726759"
"\core\event\course_viewed","1007","1726726761"
"\core\event\course_viewed","1007","1726726764"
"\core\event\course_viewed","1007","1726726766"
"\mod_resource\event\course_module_viewed","1007","1727235609"
"\core\event\course_viewed","1007","1727235620"
"\core\event\course_viewed","1007","1727235621"
"\core\event\course_viewed","1007","1727235625"
"\core\event\course_viewed","1007","1727235628"
"\mod_url\event\course_module_viewed","1007","1727235641"
"\mod_workshop\event\submission_viewed","1007","1727235823"
"\mod_workshop\event\submission_created","1007","1727235824"
"\mod_workshop\event\assessable_uploaded","1007","1727235825"
"\mod_workshop\event\submission_viewed","1007","1727235826"
"\core\event\course_viewed","1007","1727235843"
"\gradereport_user\event\grade_report_viewed","1007","1727236020"
"\core\event\course_viewed","1007","1727236190"
"\core\event\course_viewed","1007","1727236238"
"\core\event\course_viewed","1007","1727236243"
"\mod_forum\event\discussion_viewed","1007","1727236254"
"\mod_workshop\event\course_module_viewed","1007","1727236263"
"\mod_workshop\event\submission_assessed","1007","1727236295"
"\mod_workshop\event\course_module_viewed","1007","1727236297"
"\mod_workshop\event\submission_reassessed","1007","1727696481"
"\mod_workshop\event\course_module_viewed","1007","1727696483"
"\core\event\course_viewed","1007","1727696494"
"\core\event\course_viewed","1007","1727696496"
"\core\event\course_viewed","1007","1727696500"
"\core\event\course_viewed","1007","1727696580"
"\core\event\course_viewed","1007","1727696588"
"\core\event\course_viewed","1007","1727696591"
"\mod_url\event\course_module_viewed","1007","1727696596"
"\core\event\course_viewed","1007","1727696751"
"\mod_workshop\event\course_module_viewed","1007","1727696770"
"\mod_workshop\event\submission_viewed","1007","1727696773"
"\core\event\course_viewed","1007","1728395804"
"\core\event\course_viewed","1007","1728395809"
"\mod_url\event\course_module_viewed","1007","1728395820"
"\mod_quiz\event\course_module_viewed","1007","1728395824"
"\core\event\course_viewed","1007","1728395827"
"\core\event\course_viewed","1007","1728395835"
"\mod_workshop\event\course_module_viewed","1007","1728395841"
"\mod_workshop\event\course_module_viewed","1007","1728395847"
"\core\event\user_profile_viewed","1007","1728395902"
"\mod_workshop\event\course_module_viewed","1007","1728396023"
"\core\event\course_viewed","1007","1728610401"
"\mod_workshop\event\course_module_viewed","1007","1728610404"
"\core\event\course_viewed","1007","1728610452"
"\core\event\course_viewed","1007","1728610453"
"\core\event\course_viewed","1007","1728610456"
"\mod_workshop\event\course_module_viewed","1007","1728610463"
"\mod_workshop\event\submission_viewed","1007","1728610492"
"\mod_workshop\event\submission_viewed","1007","1728610782"
"\mod_workshop\event\submission_created","1007","1728610783"
"\mod_workshop\event\submission_viewed","1007","1728610801"
"\core\event\course_viewed","1007","1728755350"
"\mod_resource\event\course_module_viewed","1007","1728755351"
"\core\event\course_viewed","1007","1728755367"
"\core\event\course_viewed","1007","1728755370"
"\core\event\course_viewed","1007","1728755374"
"\core\event\course_viewed","1007","1728755376"
"\core\event\course_viewed","1007","1728839064"
"\mod_forum\event\discussion_viewed","1007","1728839066"
"\mod_forum\event\discussion_viewed","1007","1728839069"
"\core\event\course_viewed","1007","1728842583"
"\mod_url\event\course_module_viewed","1007","1728843004"
"\core\event\course_viewed","1007","1728843014"
"\mod_mail\event\course_module_viewed","1007","1728843121"
"\core\event\user_profile_viewed","1007","1728843134"
"\mod_workshop\event\submission_viewed","1007","1728843137"
"\mod_workshop\event\assessable_uploaded","1007","1728843139"
"\mod_workshop\event\submission_viewed","1007","1728843140"
"\mod_workshop\event\submission_viewed","1007","1728843155"
"\core\event\course_viewed","1007","1728843214"
"\mod_resource\event\course_module_viewed","1007","1728843217"
"\mod_resource\event\course_module_viewed","1007","1728843235"
"\core\event\course_viewed","1007","1728844161"
"\core\event\course_viewed","1007","1728844162"
"\mod_resource\event\course_module_viewed","1007","1728844163"
"\core\event\course_viewed","1007","1728844165"
"\mod_url\event\course_module_viewed","1007","1728844168"
"\core\event\course_viewed","1007","1728844173"
"\mod_resource\event\course_module_viewed","1007","1728844179"
"\mod_resource\event\course_module_viewed","1007","1728939044"
"\core\event\course_viewed","1007","1728939068"
"\mod_forum\event\discussion_viewed","1007","1728939086"
"\core\event\course_viewed","1007","1728939103"
"\core\event\course_viewed","1007","1728939125"
"\mod_page\event\course_module_viewed","1007","1728939127"
"\core\event\course_viewed","1007","1728939141"
"\mod_resource\event\course_module_viewed","1007","1728939155"
"\core\event\course_viewed","1007","1728940580"
"\core\event\course_viewed","1007","1728940617"
"\core\event\course_viewed","1007","1728940622"
"\mod_resource\event\course_module_viewed","1007","1728940740"
"\core\event\course_viewed","1007","1728940741"
"\core\event\course_viewed","1008","1707515327"
"\mod_resource\event\course_module_viewed","1008","1707515328"
"\core\event\course_viewed","1008","1707515441"
"\core\event\course_viewed","1008","1707515572"
"\mod_resource\event\course_module_viewed","1008","1707515577"
"\core\event\course_viewed","1008","1707515588"
"\core\event\course_viewed","1008","1707515589"
"\mod_resource\event\course_module_viewed","1008","1707515593"
"\mod_resource\event\course_module_viewed","1008","1707515598"
"\core\event\course_viewed","1008","1707522842"
"\mod_resource\event\course_module_viewed","1008","1707522848"
"\core\event\course_viewed","1008","1707522852"
"\mod_workshop\event\course_module_viewed","1008","1707522856"
"\core\event\course_viewed","1008","1707522872"
"\core\event\course_viewed","1008","1707522878"
"\core\event\course_viewed","1008","1707522880"
"\core\event\course_viewed","1008","1707522890"
"\core\event\course_viewed","1008","1707522893"
"\core\event\course_viewed","1008","1707522896"
"\mod_workshop\event\course_module_viewed","1008","1707522976"
"\core\event\user_list_viewed","1008","1707522982"
"\core\event\user_list_viewed","1008","1707522984"
"\core\event\course_viewed","1008","1707522985"
"\core\event\course_viewed","1008","1707522986"
"\mod_workshop\event\course_module_viewed","1008","1707523343"
"\mod_workshop\event\assessable_uploaded","1008","1707525411"
"\mod_workshop\event\course_module_viewed","1008","1707527138"
"\core\event\course_viewed","1008","1707527145"
"\core\event\course_viewed","1008","1707527146"
"\core\event\course_viewed","1008","1707527152"
"\mod_workshop\event\course_module_viewed","1008","1707527157"
"\core\event\course_viewed","1008","1707527182"
"\gradereport_user\event\grade_report_viewed","1008","1707527185"
"\core\event\course_viewed","1008","1707527187"
"\core\event\course_viewed","1008","1707527194"
"\mod_workshop\event\course_module_viewed","1008","1707527200"
"\core\event\course_viewed","1008","1707527260"
"\core\event\course_viewed","1008","1707527263"
"\core\event\course_viewed","1008","1707527269"
"\gradereport_user\event\grade_report_viewed","1008","1707527279"
"\core\event\course_viewed","1008","1707527289"
"\mod_resource\event\course_module_viewed","1008","1707527290"
"\core\event\course_viewed","1008","1707527294"
"\mod_workshop\event\course_module_viewed","1008","1707527351"
"\core\event\course_viewed","1008","1707527357"
"\mod_workshop\event\course_module_viewed","1008","1707527361"
"\mod_workshop\event\course_module_viewed","1008","1707527366"
"\core\event\course_viewed","1008","1707531724"
"\mod_resource\event\course_module_viewed","1008","1707531726"
"\core\event\course_viewed","1008","1707533348"
"\core\event\course_viewed","1008","1707533362"
"\core\event\user_list_viewed","1008","1707533378"
"\core\event\course_viewed","1008","1707533382"
"\core\event\course_viewed","1008","1707585394"
"\core\event\course_viewed","1008","1707585396"
"\core\event\course_viewed","1008","1707585403"
"\core\event\course_viewed","1008","1707585409"
"\core\event\course_viewed","1008","1707585415"
"\core\event\course_viewed","1008","1707653190"
"\mod_workshop\event\course_module_viewed","1008","1707653191"
"\core\event\course_viewed","1008","1707653196"
"\core\event\course_viewed","1008","1707709653"
"\core\event\course_viewed","1008","1707709657"
"\core\event\course_viewed","1008","1707709660"
"\core\event\course_viewed","1008","1707709667"
"\core\event\course_viewed","1008","1707709672"
"\mod_workshop\event\course_module_viewed","1008","1707709675"
"\core\event\course_viewed","1008","1707709696"
"\mod_workshop\event\course_module_viewed","1008","1707709719"
"\mod_workshop\event\course_module_viewed","1008","1707710011"
"\core\event\course_viewed","1008","1707710019"
"\core\event\course_viewed","1008","1707816742"
"\core\event\course_viewed","1008","1707816744"
"\core\event\course_viewed","1008","1707816772"
"\core\event\course_viewed","1008","1707816777"
"\core\event\course_viewed","1008","1707816778"
"\mod_workshop\event\course_module_viewed","1008","1707816795"
"\mod_workshop\event\submission_viewed","1008","1707817238"
"\core\event\course_viewed","1008","1707817362"
"\mod_workshop\event\course_module_viewed","1008","1707817368"
"\core\event\course_viewed","1008","1707937591"
"\core\event\course_viewed","1008","1707937593"
"\core\event\user_list_viewed","1008","1707938209"
"\core\event\course_viewed","1008","1707938212"
"\mod_resource\event\course_module_viewed","1008","1707938216"
"\mod_workshop\event\course_module_viewed","1008","1707938262"
"\mod_workshop\event\submission_viewed","1008","1707938263"
"\mod_workshop\event\assessable_uploaded","1008","1707938265"
"\core\event\course_viewed","1008","1708018002"
"\mod_resource\event\course_module_viewed","1008","1708018003"
"\mod_url\event\course_module_viewed","1008","1708018004"
"\mod_resource\event\course_module_viewed","1008","1708018082"
"\core\event\course_viewed","1008","1708018098"
"\core\event\course_viewed","1008","1708186997"
"\core\event\course_viewed","1008","1708187012"
"\core\event\course_viewed","1008","1708187016"
"\core\event\course_viewed","1008","1708187021"
"\mod_resource\event\course_module_viewed","1008","1708187025"
"\core\event\course_viewed","1008","1708187026"
"\mod_resource\event\course_module_viewed","1008","1708187032"
"\mod_resource\event\course_module_viewed","1008","1708187034"
"\mod_resource\event\course_module_viewed","1008","1708187688"
"\core\event\course_viewed","1008","1708189623"
"\core\event\course_viewed","1008","1708189630"
"\mod_workshop\event\course_module_viewed","1008","1708189632"
"\core\event\course_viewed","1008","1708189633"
"\core\event\course_viewed","1008","1708190986"
"\core\event\course_viewed","1008","1708190991"
"\core\event\course_viewed","1008","1708190996"
"\gradereport_user\event\grade_report_viewed","1008","1708191000"
"\core\event\course_viewed","1008","1708191003"
"\mod_workshop\event\course_module_viewed","1008","1708191014"
"\core\event\course_viewed","1008","1708846658"
"\mod_resource\event\course_module_viewed","1008","1708846665"
"\core\event\course_viewed","1008","1708846923"
"\core\event\course_viewed","1008","1708846929"
"\mod_resource\event\course_module_viewed","1008","1708846930"
"\core\event\course_viewed","1008","1708847243"
"\core\event\course_viewed","1008","1708847253"
"\mod_resource\event\course_module_viewed","1008","1708847294"
"\core\event\course_viewed","1008","1708847314"
"\core\event\course_viewed","1008","1708853731"
"\core\event\course_viewed","1008","1708853738"
"\core\event\course_viewed","1008","1708933713"
"\mod_workshop\event\course_module_viewed","1008","1708933716"
"\mod_workshop\event\submission_viewed","1008","1708933718"
"\core\event\course_viewed","1008","1708933740"
"\mod_workshop\event\course_module_viewed","1008","1708933743"
"\core\event\course_viewed","1008","1708933767"
"\core\event\course_viewed","1008","1708933770"
"\core\event\course_viewed","1008","1708933773"
"\core\event\course_viewed","1008","1708933775"
"\core\event\course_viewed","1008","1708933778"
"\core\event\course_viewed","1008","1708933780"
"\core\event\course_viewed","1008","1708933794"
"\core\event\course_viewed","1008","1708933888"
"\mod_resource\event\course_module_viewed","1008","1708933891"
"\mod_resource\event\course_module_viewed","1008","1708936330"
"\core\event\course_viewed","1008","1708937098"
"\core\event\course_viewed","1008","1708937102"
"\core\event\course_viewed","1008","1708937169"
"\core\event\course_viewed","1008","1709243923"
"\mod_url\event\course_module_viewed","1008","1709250181"
"\core\event\course_viewed","1008","1709250216"
"\core\event\course_viewed","1008","1709250218"
"\core\event\course_viewed","1008","1709250219"
"\mod_forum\event\discussion_viewed","1008","1709250224"
"\core\event\course_viewed","1008","1709250226"
"\core\event\course_viewed","1008","1709316411"
"\mod_url\event\course_module_viewed","1008","1709316413"
"\core\event\course_viewed","1008","1709317562"
"\core\event\course_viewed","1008","1709317564"
"\core\event\course_viewed","1008","1709317571"
"\mod_url\event\course_module_viewed","1008","1709317590"
"\core\event\course_viewed","1008","1709317592"
"\core\event\course_viewed","1008","1709319211"
"\core\event\course_viewed","1008","1709319346"
"\mod_resource\event\course_module_viewed","1008","1709319354"
"\core\event\course_viewed","1008","1709321189"
"\core\event\course_viewed","1008","1709321191"
"\mod_resource\event\course_module_viewed","1008","1709321194"
"\mod_resource\event\course_module_viewed","1008","1709323666"
"\core\event\course_viewed","1008","1709323835"
"\core\event\course_viewed","1008","1709323840"
"\core\event\course_viewed","1008","1709323844"
"\mod_workshop\event\course_module_viewed","1008","1709323850"
"\core\event\user_profile_viewed","1008","1709323868"
"\mod_workshop\event\submission_assessed","1008","1709323938"
"\mod_workshop\event\submission_viewed","1008","1709323941"
"\mod_workshop\event\submission_viewed","1008","1709323947"
"\core\event\course_viewed","1008","1709323968"
"\core\event\course_viewed","1008","1709323972"
"\core\event\course_viewed","1008","1709323976"
"\core\event\course_viewed","1008","1709324014"
"\core\event\course_viewed","1008","1709351129"
"\core\event\course_viewed","1008","1709351132"
"\mod_resource\event\course_module_viewed","1008","1709351135"
"\core\event\course_viewed","1008","1709351139"
"\core\event\course_viewed","1008","1709351141"
"\mod_resource\event\course_module_viewed","1008","1709351147"
"\core\event\course_viewed","1008","1709355273"
"\mod_workshop\event\course_module_viewed","1008","1709355282"
"\core\event\course_viewed","1008","1709355288"
"\core\event\course_viewed","1008","1709355401"
"\core\event\course_viewed","1008","1709355405"
"\mod_resource\event\course_module_viewed","1008","1709355410"
"\core\event\course_viewed","1008","1709355632"
"\core\event\course_viewed","1008","1709355636"
"\core\event\course_viewed","1008","1709355639"
"\gradereport_user\event\grade_report_viewed","1008","1709355642"
"\core\event\course_viewed","1008","1709355649"
"\core\event\course_viewed","1008","1709355651"
"\core\event\course_viewed","1008","1709355655"
"\mod_resource\event\course_module_viewed","1008","1709355660"
"\core\event\course_viewed","1008","1709355661"
"\core\event\course_viewed","1008","1709355665"
"\core\event\course_viewed","1008","1709355666"
"\core\event\course_viewed","1008","1709355685"
"\core\event\course_viewed","1008","1709355690"
"\core\event\course_viewed","1008","1709355711"
"\mod_workshop\event\course_module_viewed","1008","1709356513"
"\mod_workshop\event\submission_assessed","1008","1709356516"
"\mod_workshop\event\submission_assessed","1008","1709356923"
"\core\event\course_viewed","1008","1709357093"
"\core\event\course_viewed","1008","1709357103"
"\core\event\course_viewed","1008","1709357105"
"\core\event\course_viewed","1008","1709408406"
"\core\event\course_viewed","1008","1709408410"
"\core\event\course_viewed","1008","1709408412"
"\core\event\course_viewed","1008","1709408415"
"\mod_workshop\event\course_module_viewed","1008","1709408420"
"\core\event\course_viewed","1008","1709408425"
"\core\event\course_viewed","1008","1709408427"
"\core\event\course_viewed","1008","1709408429"
"\core\event\course_viewed","1008","1709408430"
"\mod_workshop\event\course_module_viewed","1008","1709408436"
"\mod_workshop\event\assessable_uploaded","1008","1709408440"
"\mod_workshop\event\submission_viewed","1008","1709408441"
"\mod_workshop\event\submission_viewed","1008","1709408454"
"\mod_workshop\event\submission_viewed","1008","1709408475"
"\mod_workshop\event\submission_updated","1008","1709408476"
"\core\event\course_viewed","1008","1709464244"
"\core\event\course_viewed","1008","1709464245"
"\core\event\course_viewed","1008","1709464255"
"\core\event\course_viewed","1008","1709464259"
"\mod_workshop\event\course_module_viewed","1008","1709467982"
"\mod_workshop\event\course_module_viewed","1008","1709468028"
"\core\event\course_viewed","1008","1709468035"
"\mod_workshop\event\course_module_viewed","1008","1709468037"
"\core\event\course_viewed","1008","1709831348"
"\core\event\course_viewed","1008","1709831364"
"\core\event\course_viewed","1008","1709831368"
"\core\event\course_viewed","1008","1709831369"
"\mod_forum\event\course_module_viewed","1008","1709831374"
"\mod_forum\event\discussion_viewed","1008","1709831378"
"\mod_forum\event\discussion_viewed","1008","1709831390"
"\mod_forum\event\discussion_viewed","1008","1709831396"
"\core\event\course_viewed","1008","1709831503"
"\core\event\course_viewed","1008","1709831506"
"\mod_workshop\event\course_module_viewed","1008","1709831507"
"\mod_workshop\event\course_module_viewed","1008","1709831508"
"\core\event\course_viewed","1008","1709831509"
"\mod_workshop\event\course_module_viewed","1008","1709864083"
"\core\event\course_viewed","1008","1709864095"
"\mod_forum\event\discussion_viewed","1008","1709864096"
"\core\event\course_viewed","1008","1709864106"
"\core\event\course_viewed","1008","1709864110"
"\core\event\course_viewed","1008","1710066790"
"\core\event\course_viewed","1008","1710067819"
"\core\event\course_viewed","1008","1710067823"
"\mod_resource\event\course_module_viewed","1008","1710067824"
"\core\event\course_viewed","1008","1710068728"
"\core\event\course_viewed","1008","1710068736"
"\core\event\course_viewed","1008","1710068737"
"\core\event\course_viewed","1008","1710176105"
"\core\event\course_viewed","1008","1710176110"
"\mod_resource\event\course_module_viewed","1008","1710176116"
"\mod_resource\event\course_module_viewed","1008","1710176122"
"\core\event\course_viewed","1008","1710176132"
"\core\event\course_viewed","1008","1710176139"
"\mod_resource\event\course_module_viewed","1008","1710176144"
"\core\event\course_viewed","1008","1710244719"
"\core\event\course_viewed","1008","1710244722"
"\core\event\course_viewed","1008","1710245707"
"\core\event\course_viewed","1008","1710245710"
"\core\event\course_viewed","1008","1710245711"
"\mod_forum\event\discussion_viewed","1008","1710245713"
"\mod_forum\event\discussion_viewed","1008","1710245736"
"\core\event\course_viewed","1008","1710245846"
"\mod_workshop\event\course_module_viewed","1008","1710245849"
"\core\event\course_viewed","1008","1710245855"
"\core\event\course_viewed","1008","1710245859"
"\mod_workshop\event\course_module_viewed","1008","1710245877"
"\core\event\course_viewed","1008","1710245900"
"\core\event\course_viewed","1008","1710400721"
"\mod_workshop\event\course_module_viewed","1008","1710400742"
"\core\event\course_viewed","1008","1710400746"
"\gradereport_user\event\grade_report_viewed","1008","1710400750"
"\core\event\course_viewed","1008","1710400771"
"\mod_choicegroup\event\course_module_viewed","1008","1710400774"
"\mod_choicegroup\event\course_module_viewed","1008","1710400775"
"\mod_choicegroup\event\course_module_viewed","1008","1710400776"
"\mod_choicegroup\event\course_module_viewed","1008","1710400829"
"\mod_choicegroup\event\course_module_viewed","1008","1710400835"
"\mod_choicegroup\event\course_module_viewed","1008","1710400837"
"\core\event\course_viewed","1008","1710400852"
"\core\event\course_viewed","1008","1710400978"
"\core\event\course_viewed","1008","1710400983"
"\core\event\course_viewed","1008","1710401183"
"\core\event\course_viewed","1008","1710401186"
"\core\event\course_viewed","1008","1710401187"
"\core\event\course_viewed","1008","1710401191"
"\core\event\course_viewed","1008","1710401192"
"\core\event\course_viewed","1008","1710401196"
"\mod_resource\event\course_module_viewed","1008","1710401198"
"\core\event\course_viewed","1008","1710403134"
"\mod_workshop\event\course_module_viewed","1008","1710403534"
"\mod_workshop\event\submission_assessed","1008","1710403539"
"\core\event\course_viewed","1008","1710406396"
"\core\event\course_viewed","1008","1710407603"
"\mod_workshop\event\course_module_viewed","1008","1710407606"
"\core\event\course_viewed","1008","1710407616"
"\core\event\course_viewed","1008","1710407625"
"\mod_workshop\event\course_module_viewed","1008","1710407629"
"\mod_workshop\event\submission_viewed","1008","1710407637"
"\mod_workshop\event\assessable_uploaded","1008","1710407641"
"\core\event\course_viewed","1008","1710407644"
"\mod_resource\event\course_module_viewed","1008","1710407650"
"\core\event\course_viewed","1008","1710407661"
"\core\event\course_viewed","1008","1710407665"
"\core\event\course_viewed","1008","1710410054"
"\core\event\course_viewed","1008","1710410060"
"\core\event\course_viewed","1008","1710604053"
"\mod_resource\event\course_module_viewed","1008","1710604054"
"\core\event\course_viewed","1008","1710604176"
"\gradereport_user\event\grade_report_viewed","1008","1710604179"
"\core\event\course_viewed","1008","1711419994"
"\core\event\course_viewed","1008","1711420012"
"\core\event\course_viewed","1008","1711420014"
"\core\event\course_viewed","1008","1711420018"
